delta t (sec),Ground Acceleration (in G)
33.49,-.1173507E-03
33.5,.2812752E-04
33.51,.6798529E-04
33.52,.3366657E-04
33.53,-.4008465E-04
33.54,-.1142023E-03
33.55,-.1637277E-03
33.56,-.1902019E-03
33.57,-.2110404E-03
33.58,-.2362994E-03
33.59,-.2210356E-03
33.6,-.1307997E-03
33.61,.5802461E-05
33.62,.1419990E-03
33.63,.2545703E-03
33.64,.3445639E-03
33.65,.3791484E-03
33.66,.3302288E-03
33.67,.2336879E-03
33.68,.1421871E-03
33.69,.8925774E-04
33.7,.8362659E-04
33.71,.9924786E-04
33.72,.1048082E-03
33.73,.8841390E-04
33.74,.5802771E-04
33.75,.3026654E-04
33.76,.3434405E-04
33.77,.8204872E-04
33.78,.1525890E-03
33.79,.2143821E-03
33.8,.2317696E-03
33.81,.2025672E-03
33.82,.1572538E-03
33.83,.1240544E-03
33.84,.1114883E-03
33.85,.1165557E-03
33.86,.1284941E-03
33.87,.1359148E-03
33.88,.1348016E-03
33.89,.1211899E-03
33.9,.7550913E-04
33.91,-.2705077E-05
33.92,-.9180730E-04
33.93,-.1726699E-03
33.94,-.2365011E-03
33.95,-.2472771E-03
33.96,-.1880168E-03
33.97,-.8833558E-04
33.98,.6199725E-04
33.99,.2780249E-03
34,.5248792E-03
34.01,.6530610E-03
34.02,.4934033E-03
34.03,.1258393E-03
34.04,-.1920619E-03
34.05,-.2872921E-03
34.06,-.2100414E-03
34.07,-.8761814E-04
34.08,-.1963044E-05
34.09,.2729890E-04
34.1,.2698666E-04
34.11,.3445088E-04
34.12,.6999807E-04
34.13,.1366110E-03
34.14,.2227170E-03
34.15,.3101158E-03
34.16,.3830415E-03
34.17,.3914679E-03
34.18,.3021349E-03
34.19,.1564846E-03
34.2,.1560302E-04
34.21,-.8496235E-04
34.22,-.1361509E-03
34.23,-.1618166E-03
34.24,-.1905777E-03
34.25,-.1819046E-03
34.26,-.7151655E-04
34.27,.1187388E-03
34.28,.3240001E-03
34.29,.5014801E-03
34.3,.5893715E-03
34.31,.4980179E-03
34.32,.2772824E-03
34.33,.4472840E-04
34.34,-.1134906E-03
34.35,-.1625306E-03
34.36,-.1464169E-03
34.37,-.1378499E-03
34.38,-.1702158E-03
34.39,-.1903940E-03
34.4,-.1417268E-03
34.41,-.3760392E-04
34.42,.4875944E-04
34.43,.6842616E-04
34.44,.3992324E-04
34.45,.7665982E-05
34.46,-.1148068E-05
34.47,.5305187E-05
34.48,-.6373013E-04
34.49,-.2788700E-03
34.5,-.5383457E-03
34.51,-.6767223E-03
34.52,-.6731981E-03
34.53,-.6159136E-03
34.54,-.5481179E-03
34.55,-.4023652E-03
34.56,-.1652444E-03
34.57,.1104661E-03
34.58,.3313843E-03
34.59,.4057498E-03
34.6,.3700731E-03
34.61,.3230163E-03
34.62,.3272153E-03
34.63,.3709925E-03
34.64,.3911501E-03
34.65,.3555758E-03
34.66,.2808645E-03
34.67,.1998618E-03
34.68,.1328754E-03
34.69,.8431340E-04
34.7,.1270044E-03
34.71,.3662574E-03
34.72,.7449446E-03
34.73,.1013125E-02
34.74,.9225821E-03
34.75,.5517084E-03
34.76,.1619397E-03
34.77,-.6825256E-04
34.78,-.1420864E-03
34.79,-.9100588E-04
34.8,.5648973E-04
34.81,.2245864E-03
34.82,.3541602E-03
34.83,.4384459E-03
34.84,.4971927E-03
34.85,.5492907E-03
34.86,.5372172E-03
34.87,.4158127E-03
34.88,.2291267E-03
34.89,.4475739E-04
34.9,-.7061199E-04
34.91,-.6270799E-04
34.92,.2530686E-04
34.93,.1120898E-03
34.94,.1530771E-03
34.95,.1536677E-03
34.96,.1258999E-03
34.97,.8556632E-04
34.98,.5182743E-04
34.99,.3319151E-04
35,.3149640E-04
35.01,.4106835E-04
35.02,.5042810E-04
35.03,.5288444E-04
35.04,.5471343E-04
35.05,.6541366E-04
35.06,.8537625E-04
35.07,.1090366E-03
35.08,.1297024E-03
35.09,.1305175E-03
35.1,.1037242E-03
35.11,.6270578E-04
35.12,.2448285E-04
35.13,-.3978493E-05
35.14,-.2614206E-04
35.15,-.4971386E-04
35.16,-.8101072E-04
35.17,-.1186203E-03
35.18,-.1336751E-03
35.19,-.8871481E-04
35.2,.3221163E-05
35.21,.1032041E-03
35.22,.1853217E-03
35.23,.2263915E-03
35.24,.1910221E-03
35.25,.9761255E-04
35.26,-.9517172E-05
35.27,-.1062737E-03
35.28,-.1904924E-03
35.29,-.2839448E-03
35.3,-.4069664E-03
35.31,-.4637975E-03
35.32,-.3355868E-03
35.33,-.6924259E-04
35.34,.1808180E-03
35.35,.3225858E-03
35.36,.3780644E-03
35.37,.3612622E-03
35.38,.2580875E-03
35.39,.1095225E-03
35.4,-.2940048E-04
35.41,-.1300585E-03
35.42,-.1999050E-03
35.43,-.2645348E-03
35.44,-.3121523E-03
35.45,-.3178580E-03
35.46,-.2929031E-03
35.47,-.2639360E-03
35.48,-.2452781E-03
35.49,-.2262607E-03
35.5,-.1920752E-03
35.51,-.1425149E-03
35.52,-.8666242E-04
35.53,-.3275459E-04
35.54,.1421387E-04
35.55,.3453252E-04
35.56,.1846541E-04
35.57,-.1624040E-04
35.58,-.4725038E-04
35.59,-.7068810E-04
35.6,-.1088237E-03
35.61,-.1730196E-03
35.62,-.2199054E-03
35.63,-.1731233E-03
35.64,-.4156163E-04
35.65,.1104601E-03
35.66,.2248807E-03
35.67,.2896600E-03
35.68,.3331496E-03
35.69,.3693630E-03
35.7,.3231650E-03
35.71,.1656413E-03
35.72,-.1193924E-04
35.73,-.1208227E-03
35.74,-.1532132E-03
35.75,-.1263259E-03
35.76,-.7364385E-04
35.77,-.3191548E-04
35.78,-.2036107E-04
35.79,-.3690050E-04
35.8,-.6076981E-04
35.81,-.7320882E-04
35.82,-.7008078E-04
35.83,-.6481797E-04
35.84,-.9496673E-04
35.85,-.1731546E-03
35.86,-.2749907E-03
35.87,-.3458741E-03
35.88,-.3271727E-03
35.89,-.2378166E-03
35.9,-.1467632E-03
35.91,-.1269654E-03
35.92,-.1846075E-03
35.93,-.2697963E-03
35.94,-.3351817E-03
35.95,-.3696606E-03
35.96,-.4042544E-03
35.97,-.4667879E-03
35.98,-.5550935E-03
35.99,-.5983314E-03
36,-.4844333E-03
36.01,-.2370230E-03
36.02,.2475677E-04
36.03,.1740181E-03
36.04,.1965320E-03
36.05,.1721985E-03
36.06,.1593582E-03
36.07,.1526334E-03
36.08,.1336049E-03
36.09,.7152410E-04
36.1,-.3936504E-04
36.11,-.1696352E-03
36.12,-.2526822E-03
36.13,-.2473344E-03
36.14,-.1873199E-03
36.15,-.1283891E-03
36.16,-.8704262E-04
36.17,-.4352533E-04
36.18,.1575203E-04
36.19,.8948497E-04
36.2,.1693983E-03
36.21,.2435767E-03
36.22,.3005455E-03
36.23,.3441005E-03
36.24,.3856896E-03
36.25,.4347376E-03
36.26,.4954443E-03
36.27,.5631453E-03
36.28,.6301900E-03
36.29,.6924229E-03
36.3,.7335186E-03
36.31,.7251353E-03
36.32,.6782973E-03
36.33,.6253411E-03
36.34,.5874717E-03
36.35,.5632791E-03
36.36,.5201567E-03
36.37,.4259442E-03
36.38,.2922501E-03
36.39,.1697799E-03
36.4,.1200252E-03
36.41,.1386744E-03
36.42,.1762710E-03
36.43,.1927648E-03
36.44,.1812043E-03
36.45,.1578349E-03
36.46,.1409394E-03
36.47,.1376806E-03
36.48,.1439624E-03
36.49,.1516721E-03
36.5,.1554163E-03
36.51,.1546486E-03
36.52,.1518743E-03
36.53,.1506916E-03
36.54,.1622911E-03
36.55,.1941983E-03
36.56,.2322575E-03
36.57,.2351517E-03
36.58,.1884850E-03
36.59,.1175822E-03
36.6,.5100983E-04
36.61,-.1442117E-04
36.62,-.9164727E-04
36.63,-.1780714E-03
36.64,-.2329041E-03
36.65,-.2232321E-03
36.66,-.1714691E-03
36.67,-.1484181E-03
36.68,-.2302804E-03
36.69,-.3983623E-03
36.7,-.5643776E-03
36.71,-.6458830E-03
36.72,-.6478850E-03
36.73,-.5604205E-03
36.74,-.3062398E-03
36.75,.6835866E-04
36.76,.3829932E-03
36.77,.4711874E-03
36.78,.3618767E-03
36.79,.1209035E-03
36.8,-.1615606E-03
36.81,-.3711520E-03
36.82,-.4790925E-03
36.83,-.4871636E-03
36.84,-.3586657E-03
36.85,-.1475883E-03
36.86,.4805909E-04
36.87,.1126624E-03
36.88,.3053195E-04
36.89,-.1041908E-03
36.9,-.1986015E-03
36.91,-.2162757E-03
36.92,-.1762033E-03
36.93,-.1279698E-03
36.94,-.1074654E-03
36.95,-.1180403E-03
36.96,-.1526728E-03
36.97,-.2128734E-03
36.98,-.2855992E-03
36.99,-.3431206E-03
37,-.3499203E-03
37.01,-.3103100E-03
37.02,-.2588116E-03
37.03,-.2229409E-03
37.04,-.2068427E-03
37.05,-.1985944E-03
37.06,-.1852930E-03
37.07,-.1683440E-03
37.08,-.1644264E-03
37.09,-.1776077E-03
37.1,-.1986227E-03
37.11,-.2175850E-03
37.12,-.2312148E-03
37.13,-.2413075E-03
37.14,-.2464348E-03
37.15,-.2462749E-03
37.16,-.2443431E-03
37.17,-.2438862E-03
37.18,-.2472072E-03
37.19,-.2611007E-03
37.2,-.2863830E-03
37.21,-.3157985E-03
37.22,-.3425459E-03
37.23,-.3651506E-03
37.24,-.3860858E-03
37.25,-.4082104E-03
37.26,-.4271654E-03
37.27,-.3985779E-03
37.28,-.3026555E-03
37.29,-.1725392E-03
37.3,-.4914799E-04
37.31,.5119116E-04
37.32,.1196654E-03
37.33,.1264012E-03
37.34,.8041179E-04
37.35,.2300961E-04
37.36,-.1555946E-04
37.37,-.3310771E-04
37.38,-.3413570E-04
37.39,-.9837869E-05
37.4,.3280085E-04
37.41,.7644154E-04
37.42,.1109216E-03
37.43,.1376115E-03
37.44,.1613975E-03
37.45,.1862196E-03
37.46,.2141349E-03
37.47,.2291875E-03
37.48,.1957775E-03
37.49,.1166379E-03
37.5,.2384407E-04
37.51,-.4759225E-04
37.52,-.6896985E-04
37.53,-.5015675E-04
37.54,.6698883E-05
37.55,.1356532E-03
37.56,.3197197E-03
37.57,.5123607E-03
37.58,.6233044E-03
37.59,.5413853E-03
37.6,.3140880E-03
37.61,.7444909E-04
37.62,-.4570669E-04
37.63,-.1840791E-04
37.64,.7153472E-04
37.65,.1318405E-03
37.66,.1408610E-03
37.67,.1318449E-03
37.68,.1379300E-03
37.69,.1695468E-03
37.7,.2151765E-03
37.71,.2345613E-03
37.72,.2035437E-03
37.73,.1409887E-03
37.74,.7827855E-04
37.75,.3040494E-04
37.76,-.8106399E-05
37.77,-.4819069E-04
37.78,-.9138222E-04
37.79,-.7569017E-04
37.8,.6735021E-04
37.81,.3014785E-03
37.82,.5479235E-03
37.83,.7534646E-03
37.84,.8400113E-03
37.85,.7702478E-03
37.86,.6221358E-03
37.87,.4939733E-03
37.88,.4223126E-03
37.89,.3619954E-03
37.9,.2646352E-03
37.91,.1764517E-03
37.92,.1531538E-03
37.93,.1987169E-03
37.94,.2744082E-03
37.95,.3401812E-03
37.96,.3810487E-03
37.97,.4041763E-03
37.98,.4157434E-03
37.99,.3734941E-03
38,.2611447E-03
38.01,.9456025E-04
38.02,-.1147231E-03
38.03,-.3347933E-03
38.04,-.4937162E-03
38.05,-.5578908E-03
38.06,-.5695541E-03
38.07,-.5225823E-03
38.08,-.3503099E-03
38.09,-.8041407E-04
38.1,.1812772E-03
38.11,.2575376E-03
38.12,.1129958E-03
38.13,-.1146644E-03
38.14,-.2301053E-03
38.15,-.1447696E-03
38.16,.5871463E-04
38.17,.2496345E-03
38.18,.3453287E-03
38.19,.3433754E-03
38.2,.3058500E-03
38.21,.2846700E-03
38.22,.2688304E-03
38.23,.2359448E-03
38.24,.1842723E-03
38.25,.1219808E-03
38.26,.5659765E-04
38.27,-.7851962E-05
38.28,-.6938531E-04
38.29,-.1283456E-03
38.3,-.1846133E-03
38.31,-.1849704E-03
38.32,-.5358986E-04
38.33,.1589952E-03
38.34,.2758559E-03
38.35,.2163785E-03
38.36,.5686421E-04
38.37,-.8528071E-04
38.38,-.1317163E-03
38.39,-.9133002E-04
38.4,-.2889094E-04
38.41,.2692400E-05
38.42,-.6604477E-05
38.43,-.3549044E-04
38.44,-.6191624E-04
38.45,-.8066586E-04
38.46,-.9408096E-04
38.47,-.1062700E-03
38.48,-.1203993E-03
38.49,-.1361757E-03
38.5,-.1465668E-03
38.51,-.1483005E-03
38.52,-.1449004E-03
38.53,-.1299351E-03
38.54,-.8939849E-04
38.55,-.2919070E-04
38.56,.3361310E-04
38.57,.8234230E-04
38.58,.1142401E-03
38.59,.1173989E-03
38.6,.4286266E-04
38.61,-.1065912E-03
38.62,-.2801658E-03
38.63,-.4428347E-03
38.64,-.5931748E-03
38.65,-.7423193E-03
38.66,-.8464134E-03
38.67,-.7653368E-03
38.68,-.4939114E-03
38.69,-.1624664E-03
38.7,.6351675E-04
38.71,.1162476E-03
38.72,.7449169E-04
38.73,.3591644E-04
38.74,.1200997E-05
38.75,-.5550985E-04
38.76,-.1356711E-03
38.77,-.2296492E-03
38.78,-.3351250E-03
38.79,-.4506783E-03
38.8,-.5636994E-03
38.81,-.5979935E-03
38.82,-.5094081E-03
38.83,-.3517111E-03
38.84,-.1981252E-03
38.85,-.7676615E-04
38.86,.2385359E-04
38.87,.1121207E-03
38.88,.1691811E-03
38.89,.1981766E-03
38.9,.1924806E-03
38.91,.1054257E-03
38.92,-.5415472E-04
38.93,-.2030462E-03
38.94,-.1942513E-03
38.95,-.6819044E-05
38.96,.2476544E-03
38.97,.4385085E-03
38.98,.5041297E-03
38.99,.4919957E-03
39,.4846318E-03
39.01,.5268348E-03
39.02,.5700952E-03
39.03,.5063774E-03
39.04,.3305740E-03
39.05,.1141995E-03
39.06,-.5352387E-04
39.07,-.1006338E-03
39.08,-.5498791E-04
39.09,.3021588E-05
39.1,.1978963E-04
39.11,-.9176546E-05
39.12,-.6377439E-04
39.13,-.1170570E-03
39.14,-.1528139E-03
39.15,-.1723704E-03
39.16,-.1870235E-03
39.17,-.2067837E-03
39.18,-.2338021E-03
39.19,-.2630237E-03
39.2,-.2897712E-03
39.21,-.3131282E-03
39.22,-.3292121E-03
39.23,-.2905341E-03
39.24,-.1688921E-03
39.25,-.9299242E-06
39.26,.1609536E-03
39.27,.2644641E-03
39.28,.2774788E-03
39.29,.2372999E-03
39.3,.1971569E-03
39.31,.1290102E-03
39.32,-.2049858E-04
39.33,-.2217565E-03
39.34,-.3953447E-03
39.35,-.5117078E-03
39.36,-.5790443E-03
39.37,-.5470955E-03
39.38,-.4079096E-03
39.39,-.2291838E-03
39.4,-.1040253E-03
39.41,-.8960058E-04
39.42,-.1464828E-03
39.43,-.2033690E-03
39.44,-.2496508E-03
39.45,-.3161367E-03
39.46,-.4108573E-03
39.47,-.4900704E-03
39.48,-.4331951E-03
39.49,-.2205545E-03
39.5,.3620848E-04
39.51,.2296984E-03
39.52,.3449836E-03
39.53,.4233707E-03
39.54,.4118762E-03
39.55,.2189305E-03
39.56,-.7965400E-04
39.57,-.2917951E-03
39.58,-.3396968E-03
39.59,-.2970329E-03
39.6,-.2348239E-03
39.61,-.1248087E-03
39.62,.3720927E-04
39.63,.1927528E-03
39.64,.2857440E-03
39.65,.3281818E-03
39.66,.3659830E-03
39.67,.4299436E-03
39.68,.4863965E-03
39.69,.4555264E-03
39.7,.3377747E-03
39.71,.1932271E-03
39.72,.9023523E-04
39.73,.5060199E-04
39.74,.4236058E-04
39.75,.2549038E-04
39.76,.3092217E-05
39.77,.1142199E-04
39.78,.5575267E-04
39.79,.1154596E-03
39.8,.1707394E-03
39.81,.2153189E-03
39.82,.2439660E-03
39.83,.2495083E-03
39.84,.2414413E-03
39.85,.2347741E-03
39.86,.2365872E-03
39.87,.2395741E-03
39.88,.2147157E-03
39.89,.1515178E-03
39.9,.6889495E-04
39.91,-.9305870E-05
39.92,-.6072849E-04
39.93,-.7604133E-04
39.94,-.7272569E-04
39.95,-.7375306E-04
39.96,-.8889595E-04
39.97,-.1135637E-03
39.98,-.1381276E-03
39.99,-.1577189E-03
40,-.1746019E-03
40.01,-.1918680E-03
40.02,-.2108293E-03
40.03,-.2321215E-03
40.04,-.2753891E-03
40.05,-.3606161E-03
40.06,-.4064760E-03
40.07,-.3404149E-03
40.08,-.1937381E-03
40.09,-.3908834E-04
40.1,.7941983E-04
40.11,.1395532E-03
40.12,.1144986E-03
40.13,.3308578E-04
40.14,-.4882564E-04
40.15,-.8668523E-04
40.16,-.6144279E-04
40.17,-.2309298E-05
40.18,.4910087E-04
40.19,.7202031E-04
40.2,.6618191E-04
40.21,.4725486E-04
40.22,.3360062E-04
40.23,.2812433E-04
40.24,.1056868E-04
40.25,-.2974611E-04
40.26,-.8404313E-04
40.27,-.1304760E-03
40.28,-.1221620E-03
40.29,-.4898244E-04
40.3,.5125454E-04
40.31,.1388445E-03
40.32,.1959319E-03
40.33,.2303478E-03
40.34,.2628468E-03
40.35,.3017511E-03
40.36,.3191855E-03
40.37,.2990668E-03
40.38,.2545511E-03
40.39,.1885815E-03
40.4,.1032608E-03
40.41,.1309578E-04
40.42,-.3846577E-04
40.43,-.1463111E-04
40.44,.5895997E-04
40.45,.1333342E-03
40.46,.1661030E-03
40.47,.1278689E-03
40.48,.4189464E-04
40.49,-.4653882E-04
40.5,-.1254277E-03
40.51,-.2099747E-03
40.52,-.3077981E-03
40.53,-.4093262E-03
40.54,-.4862637E-03
40.55,-.5183029E-03
40.56,-.4202419E-03
40.57,-.1679671E-03
40.58,.1515885E-03
40.59,.4269979E-03
40.6,.5609217E-03
40.61,.5398448E-03
40.62,.4080136E-03
40.63,.2560001E-03
40.64,.1477406E-03
40.65,.8696491E-04
40.66,.6036544E-04
40.67,.6528547E-04
40.68,.8056209E-04
40.69,.8446253E-04
40.7,.7239563E-04
40.71,.5411910E-04
40.72,.4120517E-04
40.73,.3822692E-04
40.74,.4227042E-04
40.75,.4761596E-04
40.76,.5034999E-04
40.77,.4992220E-04
40.78,.4796374E-04
40.79,.4044098E-04
40.8,.7998592E-05
40.81,-.5259982E-04
40.82,-.1206701E-03
40.83,-.1455933E-03
40.84,-.1026711E-03
40.85,-.2241599E-04
40.86,.4955384E-04
40.87,.6996506E-04
40.88,.3576064E-04
40.89,-.1735790E-04
40.9,-.5575000E-04
40.91,-.6308432E-04
40.92,-.1482053E-04
40.93,.8397991E-04
40.94,.1962890E-03
40.95,.2919809E-03
40.96,.3509745E-03
40.97,.3578731E-03
40.98,.3347207E-03
40.99,.3155739E-03
41,.3167799E-03
41.01,.3328282E-03
41.02,.3494226E-03
41.03,.3570462E-03
41.04,.3691710E-03
41.05,.4212140E-03
41.06,.5146109E-03
41.07,.6224645E-03
41.08,.7089458E-03
41.09,.6711352E-03
41.1,.4760020E-03
41.11,.2097716E-03
41.12,-.2615703E-05
41.13,-.7449624E-04
41.14,-.4152327E-04
41.15,.4096780E-04
41.16,.1448794E-03
41.17,.2447766E-03
41.18,.3227580E-03
41.19,.3265111E-03
41.2,.2440313E-03
41.21,.1288272E-03
41.22,.3707009E-04
41.23,.5444703E-05
41.24,.2885709E-04
41.25,.6645739E-04
41.26,.8384408E-04
41.27,.7473327E-04
41.28,.5366364E-04
41.29,.3759231E-04
41.3,.3373014E-04
41.31,.3858879E-04
41.32,.1412504E-05
41.33,-.1606890E-03
41.34,-.3036153E-03
41.35,-.2780353E-03
41.36,-.1135314E-03
41.37,.7667663E-04
41.38,.1904055E-03
41.39,.1708510E-03
41.4,.6329152E-04
41.41,-.4551278E-04
41.42,-.1021454E-03
41.43,-.9654153E-04
41.44,-.5790803E-04
41.45,-.2632357E-04
41.46,-.8832075E-05
41.47,.3383228E-04
41.48,.1190885E-03
41.49,.2264212E-03
41.5,.3244095E-03
41.51,.3940386E-03
41.52,.3631265E-03
41.53,.1809218E-03
41.54,-.8654414E-04
41.55,-.3049722E-03
41.56,-.3752912E-03
41.57,-.3360415E-03
41.58,-.2744591E-03
41.59,-.1940804E-03
41.6,-.7681801E-04
41.61,.6258145E-04
41.62,.1803444E-03
41.63,.2491942E-03
41.64,.2846996E-03
41.65,.2776675E-03
41.66,.2106905E-03
41.67,.1090062E-03
41.68,.1592193E-04
41.69,-.3992428E-04
41.7,-.6851638E-04
41.71,-.9539422E-04
41.72,-.1191664E-03
41.73,-.1197081E-03
41.74,-.9824594E-04
41.75,-.6998205E-04
41.76,-.4998603E-04
41.77,-.4745008E-04
41.78,-.5664296E-04
41.79,-.6554586E-04
41.8,-.6723799E-04
41.81,-.6284181E-04
41.82,-.7630763E-04
41.83,-.1528293E-03
41.84,-.2843058E-03
41.85,-.4025154E-03
41.86,-.4612068E-03
41.87,-.4555732E-03
41.88,-.4080935E-03
41.89,-.3573390E-03
41.9,-.3267125E-03
41.91,-.3139804E-03
41.92,-.3039817E-03
41.93,-.2874766E-03
41.94,-.2848407E-03
41.95,-.3109332E-03
41.96,-.3548121E-03
41.97,-.3986539E-03
41.98,-.4336020E-03
41.99,-.4407060E-03
42,-.3877543E-03
42.01,-.2897586E-03
42.02,-.1861188E-03
42.03,-.1023588E-03
42.04,-.5475261E-04
42.05,-.5251649E-04
42.06,-.7333912E-04
42.07,-.9151411E-04
42.08,-.1237713E-03
42.09,-.1888205E-03
42.1,-.2767722E-03
42.11,-.3352818E-03
42.12,-.2931159E-03
42.13,-.1676250E-03
42.14,-.2644217E-04
42.15,.4999443E-04
42.16,-.1333514E-04
42.17,-.1830008E-03
42.18,-.3463815E-03
42.19,-.3449589E-03
42.2,-.1505356E-03
42.21,.1228425E-03
42.22,.3739679E-03
42.23,.5849245E-03
42.24,.6966491E-03
42.25,.6194724E-03
42.26,.4123752E-03
42.27,.2037526E-03
42.28,.8220033E-04
42.29,.4280880E-04
42.3,.2694093E-04
42.31,.2900821E-04
42.32,.7623539E-04
42.33,.1571760E-03
42.34,.2426751E-03
42.35,.3111365E-03
42.36,.3164424E-03
42.37,.2405588E-03
42.38,.1269732E-03
42.39,.2662693E-04
42.4,-.4090114E-04
42.41,-.8806155E-04
42.42,-.1057200E-03
42.43,-.3754213E-04
42.44,.8553317E-04
42.45,.1253538E-03
42.46,.2590425E-04
42.47,-.1476145E-03
42.48,-.2880441E-03
42.49,-.3151081E-03
42.5,-.2496404E-03
42.51,-.1671113E-03
42.52,-.1219378E-03
42.53,-.1312829E-03
42.54,-.1909780E-03
42.55,-.2683316E-03
42.56,-.3315235E-03
42.57,-.3616167E-03
42.58,-.3349949E-03
42.59,-.2617394E-03
42.6,-.1796508E-03
42.61,-.1180943E-03
42.62,-.8103673E-04
42.63,-.5311943E-04
42.64,-.1809680E-04
42.65,.3037548E-04
42.66,.8887202E-04
42.67,.1493224E-03
42.68,.2058365E-03
42.69,.2575646E-03
42.7,.3013861E-03
42.71,.2887779E-03
42.72,.1907364E-03
42.73,.4515105E-04
42.74,-.9494981E-04
42.75,-.1982496E-03
42.76,-.2628435E-03
42.77,-.3139660E-03
42.78,-.3725232E-03
42.79,-.4003035E-03
42.8,-.3528482E-03
42.81,-.2502512E-03
42.82,-.1398992E-03
42.83,-.5043601E-04
42.84,.1881515E-04
42.85,.8133771E-04
42.86,.1495402E-03
42.87,.2277707E-03
42.88,.2853620E-03
42.89,.2436864E-03
42.9,.9821665E-04
42.91,-.8466246E-04
42.92,-.2342915E-03
42.93,-.2509969E-03
42.94,-.1190958E-03
42.95,.6937308E-04
42.96,.1919044E-03
42.97,.1648074E-03
42.98,.3307338E-04
42.99,-.9822877E-04
43,-.1529348E-03
43.01,-.1344208E-03
43.02,-.9481880E-04
43.03,-.7885504E-04
43.04,-.9703878E-04
43.05,-.1332901E-03
43.06,-.1619512E-03
43.07,-.1623096E-03
43.08,-.1379777E-03
43.09,-.1069673E-03
43.1,-.8334843E-04
43.11,-.6965837E-04
43.12,-.6342781E-04
43.13,-.6392147E-04
43.14,-.6701541E-04
43.15,-.6831474E-04
43.16,-.6656404E-04
43.17,-.6078821E-04
43.18,-.4757582E-04
43.19,-.2866937E-04
43.2,-.9075654E-05
43.21,.8005305E-05
43.22,.2268526E-04
43.23,.3096419E-04
43.24,.2358102E-04
43.25,.3821453E-05
43.26,-.1798427E-04
43.27,-.3501437E-04
43.28,-.4723257E-04
43.29,-.5630214E-04
43.3,-.5264013E-04
43.31,-.2320287E-04
43.32,.2461864E-04
43.33,.7431764E-04
43.34,.1154410E-03
43.35,.1387499E-03
43.36,.1397462E-03
43.37,.1297602E-03
43.38,.1243172E-03
43.39,.1391267E-03
43.4,.1751032E-03
43.41,.2179797E-03
43.42,.2523852E-03
43.43,.2726544E-03
43.44,.2849160E-03
43.45,.2982909E-03
43.46,.3156305E-03
43.47,.3200125E-03
43.48,.2984580E-03
43.49,.2599143E-03
43.5,.2190892E-03
43.51,.1831024E-03
43.52,.1539173E-03
43.53,.1470123E-03
43.54,.1674397E-03
43.55,.1995737E-03
43.56,.2266530E-03
43.57,.2374680E-03
43.58,.2163950E-03
43.59,.1675978E-03
43.6,.1124750E-03
43.61,.6736501E-04
43.62,.3904256E-04
43.63,.3322291E-04
43.64,.4216745E-04
43.65,.5093684E-04
43.66,.5109332E-04
43.67,.4411207E-04
43.68,.3622740E-04
43.69,.3180346E-04
43.7,.2753220E-04
43.71,.1807155E-04
43.72,.3589161E-05
43.73,-.1245047E-04
43.74,-.2736308E-04
43.75,-.4070214E-04
43.76,-.5313959E-04
43.77,-.6185367E-04
43.78,-.6410068E-04
43.79,-.6230769E-04
43.8,-.6056132E-04
43.81,-.6089558E-04
43.82,-.6281512E-04
43.83,-.6474427E-04
43.84,-.6562260E-04
43.85,-.6543043E-04
43.86,-.6478570E-04
43.87,-.6431263E-04
43.88,-.6600773E-04
43.89,-.8837471E-04
43.9,-.1459161E-03
43.91,-.2253102E-03
43.92,-.3044790E-03
43.93,-.3618141E-03
43.94,-.3773332E-03
43.95,-.3623893E-03
43.96,-.3445915E-03
43.97,-.3412490E-03
43.98,-.3515793E-03
43.99,-.3639657E-03
44,-.3596968E-03
44.01,-.3310477E-03
44.02,-.2888171E-03
44.03,-.2477987E-03
44.04,-.2149485E-03
44.05,-.1880805E-03
44.06,-.1593234E-03
44.07,-.1224757E-03
44.08,-.8395963E-04
44.09,-.6266841E-04
44.1,-.6253784E-04
44.11,-.7163953E-04
44.12,-.9539843E-04
44.13,-.1626353E-03
44.14,-.2675640E-03
44.15,-.3699187E-03
44.16,-.4271820E-03
44.17,-.4432614E-03
44.18,-.4318401E-03
44.19,-.3845749E-03
44.2,-.3137982E-03
44.21,-.2283155E-03
44.22,-.1147011E-03
44.23,.1515813E-05
44.24,.5659937E-04
44.25,.4477731E-04
44.26,.1014710E-04
44.27,-.8475602E-05
44.28,-.1721239E-04
44.29,-.4271071E-04
44.3,-.9180491E-04
44.31,-.1467872E-03
44.32,-.1759649E-03
44.33,-.1723810E-03
44.34,-.1308993E-03
44.35,-.3757514E-04
44.36,.8756703E-04
44.37,.2125266E-03
44.38,.3154012E-03
44.39,.3794300E-03
44.4,.4138636E-03
44.41,.4451025E-03
44.42,.4746524E-03
44.43,.4469534E-03
44.44,.3433850E-03
44.45,.2028942E-03
44.46,.7003000E-04
44.47,-.3824003E-04
44.48,-.1314708E-03
44.49,-.2270214E-03
44.5,-.2955909E-03
44.51,-.2506902E-03
44.52,-.9616929E-04
44.53,.8935533E-04
44.54,.2191765E-03
44.55,.2679308E-03
44.56,.2763033E-03
44.57,.2680274E-03
44.58,.2339422E-03
44.59,.1815135E-03
44.6,.1228287E-03
44.61,.5165747E-04
44.62,-.3659891E-04
44.63,-.1147786E-03
44.64,-.1021592E-03
44.65,.1645652E-04
44.66,.1780281E-03
44.67,.3162429E-03
44.68,.3847826E-03
